xlat,xlong,wsp_avg_150.0,xland_avg,wsp_max_150.0,xland_max,wsp_min_150.0,xland_min,wsp_stddev_150.0,xland_stddev
55.551281,-1.585266,9.1769308180,2.0,31.480253,2,0.097842,2,4.4153565275066535,0.0
56.434372,3.573792,10.4404109098,2.0,39.077917,2,0.216443,2,5.0169610611863265,0.0
54.148048,4.272980,10.4100045440,2.0,32.404985,2,0.230949,2,4.871627120606868,0.0
54.018673,-4.442566,10.1653662365,2.0,31.542129,2,0.101667,2,4.94489331570585,0.0
54.569756,5.404602,10.4770426535,2.0,31.807304,2,0.179791,2,4.866174832293519,0.0
55.205708,-2.086060,9.1754898952,1.0,29.819193,1,0.121715,1,4.376978295919777,0.0
55.884777,3.282654,10.3901749723,2.0,35.234708,2,0.160302,2,5.0034876480013715,0.0
54.613968,-0.590637,9.2613173098,2.0,29.193829,2,0.165412,2,4.428615480355145,0.0
55.181038,3.139557,10.4209367957,2.0,31.411525,2,0.251639,2,4.960949197721112,0.0
55.034615,3.662964,10.4596691915,2.0,30.465823,2,0.176461,2,4.96321684797287,0.0
54.169197,-2.679657,8.2179365860,1.0,28.734299,1,0.165611,1,4.661070561191194,0.0
55.107994,1.027771,10.2146349460,2.0,31.481377,2,0.199790,2,4.929613079615916,0.0
55.958439,-3.152283,8.4182783098,1.0,37.189557,1,0.100585,1,4.578276731658255,0.0
